"","Name","Sales","UserScore","Developer","CriticalScore","Genre","Platform","Rating"
"10394","Stronghold Kingdoms","Low","Low","FireFly Studios","Medium","Strategy","PC","T"
"10395","Yuusha no Kuse ni Namaikida Or 3D","Low","Medium","Other","Medium","Strategy","Other","T"
"10396","Lucha Libre AAA: Heroes del Ring","Low","Medium","Immersion Software & Graphics","Low","Fighting","Sony","T"
"10397","Dead to Rights II","Low","Medium","Namco","Low","Shooter","Microsoft","M"
"10398","Hysteria Hospital: Emergency Ward","Low","Medium","Gameinvest","Low","Action","Nintendo","E"
"10399","Project: Horned Owl","Low","Medium","Other","Medium","Shooter","Sony","T"
"10400","Mobile Suit Gundam Age: Universe Accel / Cosmic Drive","Low","Medium","Other","Medium","Action","Other","T"
"10401","Pac-Man and the Ghostly Adventures 2","Low","Low","Vicious Cycle","Low","Adventure","Microsoft","E10+"
"10402","Trauma Center: Under the Knife 2","Low","High","Vanguard","High","Simulation","Nintendo","T"
"10403","Dragon Ball Z Super Gokuden: Kakusei-Hen","Low","Medium","Other","Medium","Role-Playing","Nintendo","T"
"10404","Busou Shinki: Battle Masters Mk. 2","Low","Medium","Other","Medium","Action","Other","T"
"10405","Skylanders Imaginators","Low","Medium","Toys for Bob","Medium","Platform","Sony","E10+"
"10406","Cabela's Dangerous Hunts 2","Low","Medium","Sand Grain Studios","Medium","Sports","Microsoft","T"
"10407","Fate/Extella: The Umbral Star","Low","Medium","Marvelous Inc.","Medium","Action","Sony","T"
"10408","Fairy Tail: Portable Guild","Low","Medium","Other","Medium","Fighting","Other","T"
"10409","Big League Sports: Summer","Low","Medium","Koolhaus Games","Medium","Sports","Nintendo","E"
"10410","SimCity 2000","Low","Medium","Full-Fat","Low","Simulation","Nintendo","E"
"10411","Brunswick Circuit Pro Bowling 2","Low","Medium","Other","Medium","Sports","Sony","T"
"10412","D","Low","Medium","Other","Medium","Adventure","Sony","T"
"10413","Rock Revolution","Low","Low","Zoe Mode, HB Studios Multimedia","Medium","Misc","Nintendo","E10+"
"10414","X-Men: The Official Game","Low","Medium","Amaze Entertainment","Low","Action","Nintendo","E10+"
"10415","Sakura Wars: So Long, My Love","Low","Medium","Idea Factory","Medium","Role-Playing","Nintendo","T"
"10416","Ennichi no Tatsujin","Low","Medium","Other","Medium","Misc","Nintendo","T"
"10417","Mind Zero","Low","Low","Zerodiv","Low","Role-Playing","Other","T"
"10418","Rocky Balboa","Low","Low","Ubisoft","Low","Sports","Other","T"
"10419","Wizardry VI: Bane of the Cosmic Forge","Low","Medium","Other","Medium","Role-Playing","Nintendo","T"
"10420","Power Pocket Koushien","Low","Medium","Other","Medium","Sports","Nintendo","T"
"10421","Pro Yaky? Spirits 2010","Low","Medium","Other","Medium","Sports","Sony","T"
"10422","Taiko no Tatsujin: V Version","Low","Medium","Other","Medium","Action","Other","T"
"10423","Gravity Games Bike: Street Vert Dirt","Low","Low","Midway","Low","Sports","Sony","T"
"10424","Top Spin","Low","Medium","Pam Development","Medium","Sports","Sony","E"
"10425","Derby Stallion P","Low","Medium","Other","Medium","Sports","Other","T"
"10426","Family Feud: 2012 Edition","Low","Low","Ubisoft","Low","Misc","Microsoft","E10+"
"10427","Kamen Rider: Battride War II","Low","Medium","Other","Medium","Action","Sony","T"
"10428","Kenka Bancho Bros: Tokyo Battle Royale","Low","Medium","Other","Medium","Action","Other","T"
"10429","UFC: Tapout 2","Low","Medium","DreamFactory","Medium","Fighting","Microsoft","T"
"10430","Kirarin * Revolution: Tsukutte Misechao! Kime * Kira Stage","Low","Medium","Other","Medium","Simulation","Nintendo","T"
"10431","The Book of Unwritten Tales","Low","High","KING Art","High","Adventure","PC","T"
"10432","My First Dollhouse","Low","Medium","505 Games","Medium","Misc","Nintendo","E"
"10433","Dreamer Series: Top Model","Low","Medium","Other","Medium","Simulation","Nintendo","T"
"10434","Science Papa","Low","Medium","Activision","Medium","Misc","Nintendo","E"
"10435","The Godfather: Mob Wars","Low","Medium","Page 44 Studios","Low","Action","Other","M"
"10436","American Girl: Julie Finds a Way","Low","Medium","Webfoot Technologies","Medium","Adventure","Nintendo","E"
"10437","Taiko no Tatsujin: Don Don! Mystery Adventure","Low","Medium","Other","Medium","Action","Nintendo","T"
"10438","Jikkyou Powerful Pro Yakyuu 10","Low","Medium","Other","Medium","Sports","Nintendo","T"
"10439","Ski-Doo Snowmobile Challenge","Low","Medium","Coldwood Interactive","Medium","Racing","Sony","E"
"10440","Vexx","Low","High","Acclaim","Medium","Platform","Microsoft","T"
"10441","F1 Career Challenge","Low","Medium","Electronic Arts","Medium","Racing","Sony","E"
"10442","Pariah","Low","Medium","Digital Extremes","Medium","Action","Microsoft","M"
"10443","Cabela's Outdoor Adventures","Low","Medium","FUN Labs","Medium","Sports","Microsoft","T"
"10444","Fatal Frame 2: Wii Edition","Low","Medium","Other","Medium","Action","Nintendo","T"
"10445","Metal Slug 3","Low","Low","SNK","High","Shooter","Microsoft","T"
"10446","World Series of Poker: Tournament of Champions 2007 Edition","Low","Medium","Other","Medium","Misc","Other","T"
"10447","Motocross Mania 3","Low","Medium","Deibus Studios","Medium","Racing","Sony","T"
"10448","Sacred 3","Low","Low","Deep Silver, Keen Games","Low","Role-Playing","Sony","M"
"10449","Yoostar2","Low","Medium","Blitz Games Studios","Low","Misc","Sony","T"
"10450","Pro Yakyuu Famista DS 2009","Low","Medium","Other","Medium","Sports","Nintendo","T"
"10451","Winning Eleven: Pro Evolution Soccer 2007","Low","Low","KCET","High","Sports","Microsoft","E"
"10452","Banjo-Pilot","Low","Low","Rare Ltd.","Medium","Racing","Nintendo","E"
"10453","Gallop Racer 2006","Low","High","Tecmo","Medium","Sports","Sony","E"
"10454","Wasteland 2","Low","Medium","InXile Entertainment","High","Role-Playing","PC","M"
"10455","The First Templar","Low","Low","Haemimont","Low","Action","Microsoft","T"
"10456","Patapon 2","Low","High","SCE Japan Studio","High","Misc","Other","E"
"10457","Digimon Story: Lost Evolution","Low","Medium","Other","Medium","Role-Playing","Nintendo","T"
"10458","Frogger: Ancient Shadow","Low","Low","Hudson Soft","Low","Platform","Sony","E"
"10459","Princess Debut","Low","Medium","Cave","Medium","Misc","Nintendo","E"
"10460","Pro Evolution Soccer 2014","Low","Low","Konami","Medium","Action","PC","E"
"10461","Despicable Me: The Game","Low","Medium","Other","Medium","Platform","Sony","T"
"10462","Metal Arms: Glitch in the System","Low","High","Swingin' Ape","High","Shooter","Nintendo","T"
"10463","Etrian Odyssey II: Heroes of Lagaard","Low","Medium","Other","Medium","Role-Playing","Nintendo","T"
"10464","The Bachelor: The Videogame","Low","Medium","Other","Medium","Misc","Nintendo","T"
"10465","Tom Clancy's Splinter Cell: Chaos Theory","Low","High","Ubisoft Montreal","High","Action","Nintendo","M"
"10466","Escape From Monkey Island","Low","High","LucasArts","High","Adventure","Sony","T"
"10467","Disney's Chicken Little: Ace In Action","Low","Medium","Avalanche Software","Medium","Shooter","Nintendo","E10+"
"10468","The Lord of the Rings: Conquest","Low","Medium","Artificial Mind and Movement","Low","Action","Nintendo","E10+"
"10469","Imagine: Soccer Captain","Low","Medium","Powerhead Games","Medium","Sports","Nintendo","E"
"10470","Mickey's Speedway USA (weekly JP sales)","Low","Medium","Other","Medium","Racing","Nintendo","T"
"10471","Brain Quest: Grades 5 & 6","Low","Medium","Other","Medium","Misc","Nintendo","T"
"10472","Who Wants to Be a Millionaire: 3rd Edition","Low","Medium","Ludia Inc.","Medium","Misc","Nintendo","E"
"10473","Boku no Natsuyasumi Portable: Mushi Mushi Hakase to Teppen-yama no Himitsu!!","Low","Medium","Other","Medium","Adventure","Other","T"
"10474","The Penguins of Madagascar: Dr. Blowhole Returns - Again!","Low","Medium","Other","Medium","Action","Nintendo","T"
"10475","Power Rangers: Super Legends","Low","Medium","Other","Medium","Action","Nintendo","T"
"10476","Macross 30: Ginga o Tsunagu Utagoe","Low","Medium","Other","Medium","Shooter","Sony","T"
"10477","Kidou Senshi Gundam UC","Low","Medium","Other","Medium","Action","Sony","T"
"10478","Gretzky NHL","Low","Medium","Page 44 Studios","Low","Sports","Other","E"
"10479","Corvette Evolution GT","Low","Medium","Jack of All Games","Medium","Racing","Nintendo","E"
"10480","Momotarou Dentetsu 16","Low","Medium","Other","Medium","Misc","Nintendo","T"
"10481","Dropship: United Peace Force","Low","High","SCEE","High","Simulation","Sony","T"
"10482","Road Rash: Jailbreak","Low","High","Magic Pockets","High","Racing","Nintendo","T"
"10483","Syberia","Low","Medium","Microids","Medium","Action","Microsoft","T"
"10484","Thrillville: Off the Rails","Low","Low","Frontier Developments","Medium","Strategy","Other","E10+"
"10485","Cloudy With a Chance of Meatballs","Low","Low","Ubisoft Shanghai","Medium","Platform","Sony","E"
"10486","G1 Jockey 3","Low","High","Koei/Inis","Medium","Sports","Sony","E"
"10487","Family Fun Football","Low","Medium","Seamless Entertainment, Inc.","Medium","Sports","Nintendo","E"
"10488","Atsumare! Power Pro Kun no DS Koushien","Low","Medium","Other","Medium","Sports","Nintendo","T"
"10489","Exit DS","Low","Low","Moss","Medium","Puzzle","Nintendo","E"
"10490","Revolution X","Low","Medium","Other","Medium","Shooter","Sony","T"
"10491","Little Battlers eXperience W","Low","Medium","Other","Medium","Role-Playing","Nintendo","T"
"10492","Riviera: The Promised Land","Low","High","Sting","High","Role-Playing","Nintendo","T"
"10493","Blades of Time","Low","Low","Gaijin Entertainment","Low","Action","Microsoft","M"
"10494","Yggdra Union: We'll Never Fight Alone","Low","Medium","Sting","Medium","Role-Playing","Other","T"
"10495","Top Gun: Combat Zones","Low","Medium","Other","Medium","Simulation","Nintendo","T"
"10496","Dungeon Travelers 2: The Royal Library & The Monster Seal","Low","Medium","Other","Medium","Role-Playing","Other","T"
"10497","Sesame Street: Ready, Set, Grover!","Low","Medium","Other","Medium","Misc","Nintendo","T"
"10498","Brooktown High: Senior Year","Low","Medium","Backbone Entertainment","Low","Simulation","Other","T"
"10499","Bujingai: The Forsaken City","Low","Medium","Taito Corporation","Medium","Fighting","Sony","T"
"10500","Doko Demo Issho","Low","Medium","Other","Medium","Misc","Other","T"
"10501","Universe at War: Earth Assault","Low","High","Petroglyph","Medium","Action","Microsoft","T"
"10502","Barbie in The 12 Dancing Princesses","Low","Medium","WayForward","Medium","Adventure","Nintendo","E"
"10503","Gem Quest: 4 Elements","Low","Medium","Joindots, Mastertronic","Medium","Puzzle","Nintendo","E"
"10504","Beyond Good & Evil","Low","Medium","Other","Medium","Adventure","Microsoft","T"
"10505","Death By Degrees","Low","Low","Namco","Low","Action","Sony","M"
"10506","Just In Time Translations","Low","Medium","THQ","Medium","Misc","Nintendo","E"
"10507","Gouketuji Ichizoku 2: Chottodake Saikyou Densetsu","Low","Medium","Other","Medium","Fighting","Sony","T"
"10508","Vandal Hearts II","Low","Medium","Other","Medium","Strategy","Sony","T"
"10509","Samurai Warriors Chronicles 2nd","Low","Medium","Other","Medium","Action","Nintendo","T"
"10510","Rome: Total War","Low","High","Creative Assembly","High","Strategy","PC","T"
"10511","Toaru Majutsu no Index","Low","Medium","Other","Medium","Adventure","Other","T"
"10512","Doom 3","Low","Medium","id Software","High","Shooter","PC","M"
"10513","WireWay","Low","Medium","Konami","Low","Adventure","Nintendo","E"
"10514","Astro Boy: The Video Game","Low","Medium","Art","Low","Action","Nintendo","E"
"10515","Uta no Prince-Sama: Music","Low","Medium","Other","Medium","Misc","Other","T"
"10516","UNO / Skip-Bo / UNO Freefall","Low","Medium","Black Lantern Studios","Low","Misc","Nintendo","E"
"10517","Ride","Low","Low","Milestone S.r.l","Low","Racing","Microsoft","E"
"10518","Culdcept DS","Low","Medium","Other","Medium","Strategy","Nintendo","T"
"10519","NASCAR The Game: Inside Line","Low","Low","Eutechnyx","Medium","Racing","Microsoft","E"
"10520","How to Train Your Dragon 2","Low","Medium","Torus Games","Medium","Adventure","Sony","E10+"
"10521","JU-ON: The Grudge","Low","Low","FeelPlus","Low","Action","Nintendo","M"
"10522","Yu-Gi-Oh! 5D's Wheelie Breakers","Low","Medium","Other","Medium","Racing","Nintendo","T"
"10523","Colin McRae Rally 04","Low","High","Codemasters","High","Racing","Microsoft","E"
"10524","The King of Fighters: Dream Match 1999","Low","Medium","Other","Medium","Fighting","Other","T"
"10525","Monster Jam: Maximum Destruction","Low","Medium","UDS","Low","Racing","Nintendo","E"
"10526","FIFA Street","Low","High","EA Canada","Low","Sports","Microsoft","E"
"10527","Weiss Schwarz Portable","Low","Medium","Other","Medium","Strategy","Other","T"
"10528","Dora's Big Birthday Adventure","Low","Medium","High Voltage Software","Medium","Misc","Nintendo","E"
"10529","The Sims 4: City Living","Low","Low","Maxis","High","Simulation","PC","T"
"10530","Kirarin * Revolution: Mezase! Idol Queen","Low","Medium","Other","Medium","Simulation","Nintendo","T"
"10531","Dungeons & Dragons Tactics","Low","Medium","Other","Medium","Strategy","Other","T"
"10532","X-Men: Children of the Atom","Low","Medium","Other","Medium","Fighting","Sony","T"
"10533","Hot Wheels: Stunt Track Challenge","Low","Low","Climax Group","Medium","Racing","Microsoft","E"
"10534","America's Next Top Model","Low","Medium","Arts Software","Medium","Action","Nintendo","E10+"
"10535","Blitz: The League II","Low","Medium","Midway","Medium","Sports","Microsoft","M"
"10536","Math Blaster in the Prime Adventure","Low","Medium","Knowledge Adventure Inc.","Medium","Misc","Nintendo","E"
"10537","Blue Stinger","Low","Medium","Other","Medium","Adventure","Other","T"
"10538","Shellshock","Low","Medium","Other","Medium","Action","Sony","T"
"10539","Miami Law","Low","High","Hudson Entertainment","Low","Adventure","Nintendo","T"
"10540","Hot Wheels Ultimate Racing","Low","Medium","Raylight Studios","Low","Action","Other","E"
"10541","Capcom vs. SNK 2 EO","Low","High","Capcom","High","Fighting","Microsoft","T"
"10542","Inazuma Eleven GO Strikers 2013","Low","Medium","Other","Medium","Role-Playing","Nintendo","T"
"10543","Metal Gear Solid HD Edition","Low","Medium","Other","Medium","Action","Sony","T"
"10544","Hunter: The Reckoning","Low","Medium","High Voltage Software","Medium","Action","Nintendo","M"
"10545","Daito Giken Koushiki Pachi-Slot Simulator: Hihouden - Ossu! Banchou - Yoshimune DS","Low","Medium","Other","Medium","Misc","Nintendo","T"
"10546","PictoImage","Low","Medium","Sega","Low","Puzzle","Nintendo","E"
"10547","Urban Chaos","Low","Medium","Other","Medium","Action","Sony","T"
"10548","Alvin and the Chipmunks: Chipwrecked","Low","Medium","Behaviour Interactive","Medium","Misc","Nintendo","E10+"
"10549","Creeper World 3: Arc Eternal","Low","Medium","Other","Medium","Strategy","Nintendo","T"
"10550","DS Kageyama Method: Dennou Hanpuku - Tadashii Kanji Kakitori-Kun","Low","Medium","Other","Medium","Misc","Nintendo","T"
"10551","PDC World Championship Darts: Pro Tour","Low","Medium","Other","Medium","Sports","Sony","T"
"10552","Heavy Fire: Afghanistan","Low","Medium","Teyon","Medium","Shooter","Nintendo","T"
"10553","Freaky Flyers","Low","Medium","Midway Studios - San Diego","Medium","Racing","Sony","T"
"10554","Baten Kaitos Origins","Low","High","Monolith Soft, Namco Bandai Games","Medium","Role-Playing","Nintendo","T"
"10555","E·O·E: Eve of Extinction","Low","Medium","Yuke's","Low","Fighting","Sony","T"
"10556","Football Manager 2014","Low","Medium","Other","Medium","Sports","Other","T"
"10557","Dark Summit","Low","Medium","Radical Entertainment","Medium","Sports","Microsoft","T"
"10558","Penguin no Mondai: The World","Low","Medium","Other","Medium","Adventure","Nintendo","T"
"10559","Flushed Away","Low","Medium","Other","Medium","Platform","Nintendo","T"
"10560","NHL 2004","Low","High","EA Sports","High","Sports","Nintendo","E"
"10561","Hakuouki Portable","Low","Medium","Other","Medium","Adventure","Other","T"
"10562","Surf's Up","Low","Low","Ubisoft","Low","Sports","Microsoft","E10+"
"10563","Monkey Island: Special Edition Collection","Low","Medium","Other","Medium","Adventure","Sony","T"
"10564","Cabela's Adventure Camp","Low","Medium","Activision","Medium","Misc","Microsoft","E"
"10565","X-Men: The Official Game","Low","High","Z-Axis, Ltd.","Low","Action","Microsoft","T"
"10566","RLH: Run Like Hell","Low","High","Digital Mayhem","Low","Shooter","Sony","M"
"10567","Digimon Adventure","Low","Medium","Other","Medium","Role-Playing","Other","T"
"10568","Backyard Baseball '10","Low","Medium","Farsight Studios","Medium","Sports","Nintendo","E"
"10569","Scribblenauts Unmasked: A DC Comics Adventure","Low","Low","5TH Cell","Medium","Puzzle","Nintendo","E10+"
"10570","The Ant Bully","Low","Low","Artificial Mind and Movement","Low","Platform","Sony","E10+"
"10571","Conflict: Global Terror","Low","Medium","Pivotal Games","Low","Shooter","Microsoft","M"
"10572","Minority Report: Everybody Runs","Low","Medium","Treyarch","Low","Action","Nintendo","T"
"10573","Monster Rancher EVO","Low","Low","Tecmo","Low","Role-Playing","Sony","E10+"
"10574","Football Director DS","Low","Medium","Other","Medium","Sports","Nintendo","T"
"10575","Project Hacker: Kakusei","Low","Medium","Other","Medium","Action","Nintendo","T"
"10576","SimAnimals Africa","Low","Medium","Electronic Arts","Medium","Simulation","Nintendo","E"
"10577","Karaoke Revolution","Low","Medium","Blitz Games Studios","Medium","Misc","Sony","T"
"10578","Terraria","Low","Medium","Engine Software","High","Action","Other","T"
"10579","Guitar Hero: Van Halen","Low","Medium","Neversoft Entertainment","Medium","Misc","Sony","T"
"10580","The Whispered World","Low","Medium","Daedalic Entertainment","Medium","Adventure","PC","E"
"10581","Olympic Summer Games: Atlanta 1996","Low","Medium","Other","Medium","Sports","Sony","T"
"10582","Disney's The Haunted Mansion","Low","Medium","Other","Medium","Platform","Nintendo","T"
"10583","Tatsunoko vs. Capcom: Cross Generation of Heroes","Low","Medium","Other","Medium","Fighting","Nintendo","T"
"10584","Alvin and the Chipmunks: Chipwrecked","Low","Low","Behaviour Interactive","Medium","Misc","Microsoft","E10+"
"10585","Water Sports","Low","Medium","Activision","Medium","Action","Nintendo","E"
"10586","Agatha Christie: The ABC Murders","Low","Low","Dreamcatcher","Low","Adventure","Nintendo","T"
"10587","KORG DS-10 Synthesizer Plus","Low","Medium","Other","Medium","Misc","Nintendo","T"
"10588","Darius Gaiden","Low","Medium","Other","Medium","Shooter","Other","T"
"10589","Help Wanted: 50 Wacky Jobs","Low","Medium","Hudson Soft","Medium","Simulation","Nintendo","E10+"
"10590","All Kamen Rider: Rider Generation 2","Low","Medium","Other","Medium","Action","Nintendo","T"
"10591","Beach Spikers: Virtua Beach Volleyball","Low","High","Sega AM2","High","Sports","Nintendo","E"
"10592","Draglade","Low","Medium","Dimps Corporation","Medium","Fighting","Nintendo","E10+"
"10593","Scribblenauts Unmasked: A DC Comics Adventure","Low","Low","5TH Cell","Medium","Puzzle","Nintendo","E10+"
"10594","Fallout 3 Game Add-On Pack: The Pitt and Operation: Anchorage","Low","Medium","Bethesda Softworks","Medium","Role-Playing","Microsoft","M"
"10595","You Don't Know Jack: Mock 2","Low","Medium","Jellyvision","High","Misc","Sony","E"
"10596","3D Tank Warfare Simulator Panzer Front","Low","Medium","Other","Medium","Simulation","Sony","T"
"10597","Jade Cocoon 2","Low","Medium","Genki","High","Role-Playing","Sony","T"
"10598","Lord of Apocalypse","Low","Medium","Other","Medium","Role-Playing","Other","T"
"10599","Igor: The Game","Low","Medium","Santa Cruz Games","Medium","Adventure","Nintendo","E"
"10600","Kabushiki Baibai Trainer: Kabutore!","Low","Medium","Other","Medium","Simulation","Nintendo","T"
"10601","Dancing on Ice","Low","Medium","Other","Medium","Sports","Nintendo","T"
"10602","Mana Khemia: Student Alliance","Low","Low","Gust","Low","Role-Playing","Other","E10+"
"10603","The Destiny of Zorro","Low","Medium","Pronto Games","Medium","Action","Nintendo","E10+"
"10604","Sword & Sorcery","Low","Medium","Other","Medium","Role-Playing","Other","T"
"10605","Van Helsing","Low","Low","Saffire","Low","Action","Nintendo","T"
"10606","Bee Movie Game","Low","Medium","Beenox","Medium","Action","Sony","E"
"10607","Resident Evil: Revelations 2","Low","Medium","Frima Studio","Medium","Action","Other","M"
"10608","Record of Agarest War Zero","Low","Low","RED Entertainment, Compile Heart","Medium","Strategy","Microsoft","T"
"10609","HOP","Low","Medium","Other","Medium","Platform","Nintendo","T"
"10610","USA Today Puzzle Craze","Low","Medium","Destineer","Medium","Puzzle","Nintendo","E"
"10611","Machi-Ing Maker 3 x Tousouchuu","Low","Medium","Other","Medium","Simulation","Other","T"
"10612","Truth or Lies","Low","Medium","THQ","Medium","Misc","Nintendo","T"
"10613","Kelly Slater's Pro Surfer","Low","High","Treyarch","High","Sports","Microsoft","E"
"10614","My Healthy Cooking Coach","Low","Medium","Ubisoft","Medium","Simulation","Nintendo","E"
"10615","SNK vs. Capcom: SVC Chaos","Low","Medium","Other","Medium","Fighting","Microsoft","T"
"10616","NFL Tour","Low","Low","EA Tiburon","Low","Sports","Microsoft","E"
"10617","Master of the Monster Lair","Low","Medium","Global A","Low","Role-Playing","Nintendo","E10+"
"10618","Harry Potter and the Deathly Hallows - Part 1","Low","Low","EA Bright Light","Low","Action","PC","T"
"10619","Sudoku Mania","Low","Low","FrontLine Studios","Low","Puzzle","Nintendo","E"
"10620","Codename: Kids Next Door: Operation V.I.D.E.O.G.A.M.E.","Low","High","High Voltage Software","Low","Platform","Sony","E10+"
"10621","Choujikuu Yousai Macross: Ai Oboete Imasu ka","Low","Medium","Other","Medium","Shooter","Other","T"
"10622","Resident Evil: Revelations 2","Low","Medium","Capcom","Medium","Action","Microsoft","M"
"10623","Thief (2014)","Low","Medium","Other","Medium","Action","PC","T"
"10624","Vanishing Point","Low","Medium","Clockwork Games","Medium","Racing","Sony","E"
"10625","Dragonseeds","Low","Medium","Other","Medium","Action","Sony","T"
"10626","The Bard's Tale","Low","High","InXile Entertainment","Medium","Role-Playing","Microsoft","T"
"10627","Nodame Cantabile","Low","Medium","Other","Medium","Misc","Nintendo","T"
"10628","The History Channel: Civil War - Secret Missions","Low","Medium","Other","Medium","Shooter","Sony","T"
"10629","Alien Hominid","Low","High","The Behemoth","High","Shooter","Sony","T"
"10630","World Snooker Championship 2007","Low","Medium","Other","Medium","Sports","Sony","T"
"10631","L'Aigle de Guerre","Low","Medium","Other","Medium","Strategy","Nintendo","T"
"10632","Earth Defense Force 2025.1: The Shadow of New Despair","Low","Medium","Other","Medium","Action","Sony","T"
"10633","Lode Runner 3-D","Low","Medium","Other","Medium","Action","Nintendo","T"
"10634","Indy Racing 2000","Low","Medium","Other","Medium","Racing","Nintendo","T"
"10635","GT64 Championship Edition","Low","Medium","Other","Medium","Racing","Nintendo","T"
"10636","Milo's Astro Lanes","Low","Medium","Other","Medium","Sports","Nintendo","T"
"10637","Jeopardy!","Low","Medium","Other","Medium","Misc","Nintendo","T"
"10638","Disney's Donald Duck: Goin' Quackers","Low","Medium","Other","Medium","Platform","Nintendo","T"
"10639","Aidyn Chronicles: The First Mage","Low","Medium","Other","Medium","Role-Playing","Nintendo","T"
"10640","Virtual Pool 64","Low","Medium","Other","Medium","Sports","Nintendo","T"
"10641","Flying Dragon","Low","Medium","Other","Medium","Fighting","Nintendo","T"
"10642","International Superstar Soccer 64 (weekly JP sales)","Low","Medium","Other","Medium","Sports","Nintendo","T"
"10643","Gekido","Low","Medium","Other","Medium","Fighting","Sony","T"
"10644","Myst","Low","Low","Hoplite Research","Low","Adventure","Nintendo","E"
"10645","Sword Art Online: Lost Song","Low","Medium","Other","Medium","Role-Playing","Sony","T"
"10646","Disney's The Jungle Book","Low","Medium","Visual Impact","Low","Platform","Nintendo","E"
"10647","Puss in Boots","Low","Medium","ImaginEngine","Medium","Action","Nintendo","E"
"10648","Tom Clancy's Ghost Recon: Predator","Low","Medium","Virtuos","Low","Shooter","Other","T"
"10649","Murdered: Soul Suspect","Low","Medium","Airtight Games","Medium","Action","Microsoft","M"
"10650","Army Men World War: Team Assault","Low","Medium","Other","Medium","Action","Sony","T"
"10651","Deca Sports DS","Low","Medium","Hudson Soft","Low","Sports","Nintendo","E"
"10652","nail'd","Low","Medium","Techland","Medium","Racing","Microsoft","E10+"
"10653","Tom Clancy's Splinter Cell","Low","High","Ubisoft Montreal","High","Action","Nintendo","T"
"10654","Bullet Witch","Low","Low","Cavia Inc.","Low","Shooter","Microsoft","M"
"10655","Spider-Man: Web of Shadows","Low","Medium","Griptonite Games","High","Action","Nintendo","E10+"
"10656","Pinball Hall of Fame: The Williams Collection","Low","Medium","Crave","Medium","Misc","Nintendo","E10+"
"10657","Rolling Stone: Drum King","Low","Low","505 Games","Low","Misc","Nintendo","T"
"10658","NBA Ballers: Rebound","Low","Medium","Backbone Entertainment","Medium","Sports","Other","E"
"10659","Marvel vs. Capcom: Clash of Super Heroes","Low","Medium","Other","Medium","Fighting","Other","T"
"10660","Silent Scope Complete","Low","Medium","Konami","Medium","Shooter","Microsoft","M"
"10661","King's Field: The Ancient City","Low","High","From Software","Low","Role-Playing","Sony","T"
"10662","LEGO Rock Raiders","Low","Medium","Other","Medium","Strategy","Sony","T"
"10663","Ghost in the Shell","Low","Medium","Other","Medium","Simulation","Sony","T"
"10664","Leisure Suit Larry: Box Office Bust","Low","Low","Team 17","Low","Adventure","Sony","M"
"10665","Attack of the Movies 3D","Low","Medium","Majesco Games, Majesco","Low","Shooter","Nintendo","T"
"10666","Monkey Mischief! Party Time","Low","Medium","Ivolgamus","Medium","Misc","Nintendo","E10+"
"10667","Evil Dead: Fistfull of Boomstick","Low","Medium","Other","Medium","Action","Microsoft","T"
"10668","Tom Clancy's Classic Trilogy","Low","Medium","Ubisoft","Medium","Shooter","Microsoft","M"
"10669","Harvest Moon DS Cute (jp sales)","Low","Medium","Other","Medium","Simulation","Nintendo","T"
"10670","Little League World Series Baseball 2010","Low","Medium","Now Production","Low","Sports","Microsoft","E"
"10671","Indigo Prophecy","Low","Medium","Quantic Dream","High","Adventure","Microsoft","M"
"10672","Bleach: Dark Souls (JP sales)","Low","Medium","Other","Medium","Fighting","Nintendo","T"
"10673","Kiku! Kaku! Kotoba o Fuyasu! Hajimete no Eigo Training","Low","Medium","Other","Medium","Misc","Nintendo","T"
"10674","Generator Rex: Agent of Providence","Low","Medium","Virtuos","Medium","Action","Nintendo","E10+"
"10675","Over the Hedge","Low","Medium","Edge of Reality","Low","Platform","Microsoft","E10+"
"10676","Cabela's North American Adventures","Low","Medium","FUN Labs","Medium","Sports","Other","T"
"10677","World Series of Poker 2008: Battle for the Bracelets","Low","Medium","Left Field Productions","Medium","Misc","Sony","T"
"10678","Sneakers","Low","Low","Media Vision","Low","Puzzle","Microsoft","E"
"10679","Crime Crackers","Low","Medium","Other","Medium","Role-Playing","Sony","T"
"10680","NHL 2K6","Low","Low","2K Sports","Medium","Sports","Microsoft","E10+"
"10681","SCORE International Baja 1000: The Official Game","Low","Medium","Other","Medium","Racing","Nintendo","T"
"10682","Micro Machines V3","Low","Medium","Other","Medium","Racing","Sony","T"
"10683","X-Men: Destiny","Low","Low","Silicon Knights","Low","Action","Nintendo","T"
"10684","College Hoops 2K6","Low","High","2K Sports","High","Sports","Microsoft","E"
"10685","Contact","Low","High","Grasshopper Manufacture","Medium","Role-Playing","Nintendo","E10+"
"10686","Warhammer 40,000: Dawn of War II - Chaos Rising","Low","Medium","Other","Medium","Strategy","PC","T"
"10687","Sakura Wars 2: Kimi, Shinitamou koto Nakare","Low","Medium","Other","Medium","Adventure","Other","T"
"10688","Happy Feet Two","Low","Medium","WayForward","Medium","Action","Nintendo","E"
"10689","Idol Janshi Suchie-Pai Remix","Low","Medium","Other","Medium","Misc","Other","T"
"10690","NBA 2K16","Low","Low","2K Sports","Medium","Sports","PC","E10+"
"10691","Exhibition Volume 03","Low","Medium","Other","Medium","Misc","Microsoft","T"
"10692","Fate/hollow ataraxia","Low","Medium","Other","Medium","Adventure","Other","T"
